Gene names,id,Majority protein IDs,Sequence length,Protein names,Reverse,Potential contaminant,Fasta headers,Razor + unique peptides,Unique + razor sequence coverage [%],Only identified by site,R2M_GFPA_C_A_01,R2M_GFPA_C_A_02,R2M_GFPA_C_A_03,R2M_GFPA_C_T_01,R2M_GFPA_C_T_02,R2M_GFPA_C_T_03,R2M_GFPA_F_A_01,R2M_GFPA_F_A_02,R2M_GFPA_F_A_03,R2M_GFPA_F_T_01,R2M_GFPA_F_T_02,R2M_GFPA_F_T_03,R2M_R11A_F_A_01,R2M_R11A_F_A_02,R2M_R11A_F_A_03,R2M_R11A_F_T_01,R2M_R11A_F_T_02,R2M_R11A_F_T_03,R2A_R11G_C_A_01,R2A_R11G_C_A_02,R2A_R11G_C_A_03,R2A_R11G_C_T_01,R2A_R11G_C_T_02,R2A_R11G_C_T_03,R2A_R11G_F_A_01,R2A_R11G_F_A_02,R2A_R11G_F_A_03,R2A_R11G_F_T_01,R2A_R11G_F_T_02,R2A_R11G_F_T_03,cl_name
SLC7A2,520,A0A1W2PR06,683,Cationic amino acid transporter 2,,,"tr|A0A1W2PR06|A0A1W2PR06_HUMAN Isoform of P52569, AA_permease_C domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=SLC7A2 PE=1 SV=1;sp|P52569|CTR2_HUMAN Cationic amino acid transporter 2 OS=Homo sapiens (Human) OX=9606 GN=SLC7A2 PE=1 S",14,20.4,,6.77460435353441,6.928046190955891,6.889325068414722,7.408968873515986,7.358058175598295,7.404001425862072,6.854327655579402,6.748651289829712,6.639309435883264,7.387361002548981,7.464371224389941,7.398852899746522,6.605921763668455,6.619295907403491,6.4573993815747635,7.317563281543366,7.113754810578679,7.384268541520667,6.816117870521543,6.868849337229367,7.02089326454189,7.291265466478352,7.323537636374102,7.333217992317825,7.1856797611294665,7.134624505921852,7.096354572289044,7.486819418949054,7.4784655769495725,7.580370982082674,FGFR2_F_unique
SLC7A5,4441,Q01650,507,Large neutral amino acids transporter small subunit 1,,,sp|Q01650|LAT1_HUMAN Large neutral amino acids transporter small subunit 1 OS=Homo sapiens (Human) OX=9606 GN=SLC7A5 PE=1 SV=2,9,16.8,,8.651321025736456,8.856225297614937,8.618028947905767,9.085444205996216,8.792879949853349,8.888347037599804,8.633997944125737,8.71246115975455,8.745261997540537,9.007361018059854,9.158742833900888,9.01029158064146,8.381754487198377,8.48011016740656,8.550236929329891,8.594900059903043,8.560892132935296,8.640343962472596,8.68485331696371,8.601103845404047,8.646739650062695,8.772843282747159,8.6269539951533325,8.706765198619498,8.702624135882775,8.664011529680451,8.643463249223519,8.614716030425797,8.734047439571595,8.634911756624048,Receptor_profile
SLC9A3R1,2329,O14745,358,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,,,"sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens (Human) OX=9606 GN=SLC9A3R1 PE=1 SV=4;sp|O14745-2|NHRF1-2_HUMAN Isoform of O14745, Isoform 2 of Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens (Human) OX",23,65.9,,5.64286453123517,3.2163286687803008,6.7422153292554166,7.933390912286971,7.944785603770948,7.948414863862372,5.835055597728575,5.112431129965959,5.923697379592818,8.02695608537975,7.806435255199977,8.038554431418875,5.796858755886744,6.203289013567139,6.12279424263666,7.923306191659909,7.88733496803962,7.819921130533931,7.389622943364663,7.449779970432706,7.463646095224567,8.048576229633111,8.008295854028875,8.031503556227122,7.464512962938386,7.503931098065768,7.507874091207528,8.210888642573762,8.213676231235867,8.131752909844938,Receptor_profile
SLCO4A1,6614,Q96BD0-2,583,Solute carrier organic anion transporter family member 4A1,,,"sp|Q96BD0-2|SO4A1-2_HUMAN Isoform of Q96BD0, Isoform 2 of Solute carrier organic anion transporter family member 4A1 OS=Homo sapiens (Human) OX=9606 GN=SLCO4A1 PE=1 SV=2;sp|Q96BD0-4|SO4A1-4_HUMAN Isoform of Q96BD0, Isoform 4 of Solute carrier organic anion",5,11,,6.06456643783015,4.97129121168494,6.067346791071563,4.759030010635776,4.86421948403135,4.20030137557721,3.1146918826920302,5.990201786382963,1.2435429720533167,4.505275254760454,4.9426059382412335,3.270623683823222,5.186747761816514,5.780299712855178,6.009208027276613,5.844737477255654,5.701008599277316,5.099836721056397,5.187031497966082,3.543020973520639,5.684218269582969,3.4195160824181587,5.2744256985012,5.601186322503214,5.933736475704273,3.4874727742422746,5.130048423515774,4.760845512992052,4.800792051947468,5.355589271059329,RE_Profile
SLK,7384,Q9H2G2,1235,STE20-like serine/threonine-protein kinase,,,"sp|Q9H2G2|SLK_HUMAN STE20-like serine/threonine-protein kinase OS=Homo sapiens (Human) OX=9606 GN=SLK PE=1 SV=1;sp|Q9H2G2-2|SLK-2_HUMAN Isoform of Q9H2G2, Isoform 2 of STE20-like serine/threonine-protein kinase OS=Homo sapiens (Human) OX=9606 GN=SLK PE=1 S",50,47.9,,7.983706093721628,7.98947194248253,8.027715822201749,8.279004079880282,8.304451710045985,8.31017219916381,7.864639768813082,7.9019292827394985,7.861930649908448,8.361231949662503,8.372830167752218,8.343217061110096,7.949801048518993,7.868424922856413,7.983391670369356,8.299693701178276,8.28546679139963,8.27949587015398,8.048369404727273,8.032752535249223,8.097437357283289,8.24407892905107,8.313470762025817,8.271561298722828,8.08010654399892,8.146297359896161,8.100802252249002,8.277632932593477,8.288567447045331,8.279779500526761,FGFR2_F_unique
SMAD2,5027,Q15796-2,437,Mothers against decapentaplegic homolog 2,,,"sp|Q15796-2|SMAD2-2_HUMAN Isoform of Q15796, Isoform Short of Mothers against decapentaplegic homolog 2 OS=Homo sapiens (Human) OX=9606 GN=SMAD2 PE=1 SV=1;sp|Q15796|SMAD2_HUMAN Mothers against decapentaplegic homolog 2 OS=Homo sapiens (Human) OX=9606 GN=SM",10,24,,7.531832161639416,7.480343433587726,7.501559518029644,6.9136175186138695,7.093171059170171,7.157774307401844,7.382490910591779,7.3874028951107595,7.411290408522644,7.242020284469979,7.291138560336041,7.096521528173525,7.271714646298766,7.448566989059251,7.396677148475894,7.233238963828599,7.267224757318805,7.290777105981395,7.222240602620022,7.186513794702018,7.093267068855028,7.228384405740405,7.094896117224756,7.290996699200327,7.180044472730063,7.098679983069423,7.127636571526323,7.10993572530616,7.237755083468734,7.0919867066228175,RE_Profile
SMAD4,2132,K7EIU8,456,Mothers against decapentaplegic homolog,,,"tr|K7EIU8|K7EIU8_HUMAN Isoform of Q13485, Mothers against decapentaplegic homolog OS=Homo sapiens (Human) OX=9606 GN=SMAD4 PE=1 SV=1;sp|Q13485|SMAD4_HUMAN Mothers against decapentaplegic homolog 4 OS=Homo sapiens (Human) OX=9606 GN=SMAD4 PE=1 SV=1",9,20.4,,6.7518766780197685,6.824856297360162,6.781246786078521,7.173089578643435,7.105222809731061,7.088897325235588,7.001114588136141,7.025760128945116,6.92082390549284,7.093574362818273,7.1590911572470715,7.19638676759218,6.77586323344876,6.712168098745115,6.745026108093786,6.569221853151339,6.742427517956733,7.067752530493935,6.51027580786308,6.590514704144443,6.560877092889339,6.825884619899647,6.919708947452588,6.980851959771025,6.587178293663759,6.633400448290069,6.5702479676380925,6.964244156970703,6.869009149156092,6.952701494229672,RAB11_unique
SMAP2,57,A0A087WV97,424,Stromal membrane-associated protein 2,,,"tr|A0A087WV97|A0A087WV97_HUMAN Isoform of Q8WU79, Arf-GAP domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=SMAP2 PE=1 SV=1;sp|Q8WU79-3|SMAP2-3_HUMAN Isoform of Q8WU79, Isoform 3 of Stromal membrane-associated protein 2 OS=Homo sapiens (Human) O",9,22.4,,7.244790872556653,7.369016312881168,7.266950241138629,5.142973855835059,3.9423873863336634,4.71947710434348,7.038227332915442,7.343901608777923,7.328664008060597,5.008994293020881,4.687155657111022,5.138759745512559,7.324610332668165,7.4404380889994775,7.314771684506594,5.341958825872216,5.091815295929834,5.900012740461264,7.1419717007835555,7.201790157340471,7.283944806656897,4.737415214751882,4.039598611876157,5.312369239305288,6.977391776634756,7.017808962456406,7.010072191740967,5.3457980842949135,4.29834062515898,5.477770822062568,RAB11_unique
SMARCA4,261,A0A2R8Y7S2,1646,Transcription activator BRG1,,,"tr|A0A2R8Y7S2|A0A2R8Y7S2_HUMAN Isoform of P51532, Transcription activator BRG1 OS=Homo sapiens (Human) OX=9606 GN=SMARCA4 PE=1 SV=1;tr|A0A2R8Y4P4|A0A2R8Y4P4_HUMAN Isoform of P51532, Transcription activator BRG1 OS=Homo sapiens (Human) OX=9606 GN=SMARCA4 PE",39,26.8,,7.665878082802219,7.6498450041908015,7.600561044007922,7.95803271031813,8.029514697307988,8.016213512186852,7.5946762249255695,7.581936434509002,7.519946586971606,7.934222808167689,7.9293002049033,7.945554038635841,7.692743699728373,7.6193539842873825,7.646133140613665,8.001881277473116,8.00877852049069,7.905502494283315,7.81511952927125,7.806180692366989,7.808902535744418,8.009049166045095,8.068884052995134,8.012391256551707,7.854374432807649,7.8623799590959536,7.867870687772537,7.991334401800027,8.032071934415127,8.063937999029502,FGFR2_F_unique
SMARCC2,6281,Q8TAQ2,1214,SWI/SNF complex subunit SMARCC2,,,"sp|Q8TAQ2|SMRC2_HUMAN SWI/SNF complex subunit SMARCC2 OS=Homo sapiens (Human) OX=9606 GN=SMARCC2 PE=1 SV=1;tr|F8VXC8|F8VXC8_HUMAN Isoform of Q8TAQ2, SWI/SNF complex subunit SMARCC2 OS=Homo sapiens (Human) OX=9606 GN=SMARCC2 PE=1 SV=1;sp|Q8TAQ2-2|SMRC2-2_HU",33,31,,7.604358168377385,7.595677185867115,7.612689597287273,8.049964077848815,8.021505776462888,8.007909910085758,7.581436292813879,7.616637303130053,7.566288069651841,8.036873468197134,8.029469648028929,8.008708740384764,7.6293472838180865,7.640651575376972,7.637955719564577,7.928141849171806,7.916725533298904,7.894320058088944,7.676187479181613,7.661442634934574,7.661081703316637,7.886566373568935,7.851790642224116,7.880012554123997,7.530973576085188,7.60886611315028,7.567628442776625,7.82672794639743,7.832429015884868,7.819795054587936,RAB11_unique
SMARCE1,593,A0A2R8Y855,367,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,,,"tr|A0A2R8Y855|A0A2R8Y855_HUMAN Isoform of Q969G3, HMG box domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=SMARCE1 PE=1 SV=1;sp|Q969G3-2|SMCE1-2_HUMAN Isoform of Q969G3, Isoform 2 of SWI/SNF-related matrix-associated actin-dependent regulator o",7,34.9,,6.095304863949559,3.9162678033710727,6.0720414215797724,6.939311889676894,7.12606103739463,7.085185108362982,2.58789785199773,5.548430883780779,6.2137430314748086,7.057935671920788,7.0265868004466325,6.95483336211147,5.755453238108029,4.316839186265402,5.738337029026454,6.948264698572032,6.91321340725185,6.911424382696102,3.1887622717270285,3.9482969766519798,5.305755456492345,6.954806351773684,6.966829155643561,6.947166148109565,5.812487012801206,6.317636436021339,6.378545068479934,6.981105828507076,6.9373747591601935,7.027554176721829,RE_Profile
SMC2,2869,O95347,1197,Structural maintenance of chromosomes protein 2,,,"sp|O95347|SMC2_HUMAN Structural maintenance of chromosomes protein 2 OS=Homo sapiens (Human) OX=9606 GN=SMC2 PE=1 SV=2;sp|O95347-2|SMC2-2_HUMAN Isoform of O95347, Isoform 2 of Structural maintenance of chromosomes protein 2 OS=Homo sapiens (Human) OX=9606",60,49,,8.370474722466165,8.385909851062483,8.42550764202298,8.690128536016868,8.723554636503899,8.71886360854908,8.322994683652142,8.402285797882174,8.3370499716859,8.679915522840568,8.69303436784228,8.706377586233476,8.412224632472656,8.37351711439548,8.473319898582252,8.492943449962125,8.341632255176577,8.364847482459906,8.32040403914728,8.306683064145389,8.307441900053437,8.631269894622433,8.579713880412074,8.64263337251371,8.293817343635446,8.383490092783802,8.346082734764334,8.587946021305763,8.529169311097707,8.58634734237824,RE_Profile
SMC4,7763,Q9NTJ3,1288,Structural maintenance of chromosomes protein 4,,,"sp|Q9NTJ3|SMC4_HUMAN Structural maintenance of chromosomes protein 4 OS=Homo sapiens (Human) OX=9606 GN=SMC4 PE=1 SV=2;tr|E9PD53|E9PD53_HUMAN Isoform of Q9NTJ3, Structural maintenance of chromosomes protein OS=Homo sapiens (Human) OX=9606 GN=SMC4 PE=1 SV=1",62,53.3,,8.327520162657459,8.330741247689847,8.335960147108398,8.544423949416341,8.561573660618194,8.5505398471405,8.282683622412357,8.290859065285773,8.237748645118335,8.551619305085952,8.542164280079088,8.53355996370368,8.163258364436508,8.183394042696074,8.19435860023029,8.507140975280869,8.405005856888582,8.407122576752009,8.29418425676861,8.29541908656375,8.309562356167666,8.501655677524342,8.55363825636477,8.521133307795907,8.277983596580693,8.321452321617373,8.288653056690189,8.46223749352769,8.506619016109811,8.479380244519236,FGFR2_F_unique
SMC5,5986,Q8IY18,1101,Structural maintenance of chromosomes protein 5,,,sp|Q8IY18|SMC5_HUMAN Structural maintenance of chromosomes protein 5 OS=Homo sapiens (Human) OX=9606 GN=SMC5 PE=1 SV=2,8,7.6,,6.74267709620115,6.651078001209671,6.454437013678908,6.507829714838854,6.524312668716413,6.5800568936321175,6.52271047839102,6.365563224765039,6.6005351436209185,6.554816208465688,6.453025380741734,6.442993074179367,6.340708973440806,6.34709502874512,6.3868386563833015,6.3044197427494675,6.266618797732657,6.308796370458427,6.508133928034218,6.609289763282957,6.490168074189374,6.561540470900229,6.466766486381541,6.5624204507459405,6.793284695194142,6.838615694026172,6.642583340693644,6.599269222780282,6.513964778397771,6.65802600960247,FGFR2_F_unique
SMCHD1,852,A6NHR9,2005,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,,,"sp|A6NHR9|SMHD1_HUMAN Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=SMCHD1 PE=1 SV=2;sp|A6NHR9-2|SMHD1-2_HUMAN Isoform of A6NHR9, Isoform 2 of Structural maintenance of chromosomes flexi",59,33.9,,8.150037653326816,8.127065786687723,8.124497298794687,8.131504853836466,8.161323237032926,8.159973057019851,8.079938567535736,8.103552172049138,8.030657411043398,8.099498543798664,8.074473281997616,8.108946887693683,8.14187580001381,8.177825234677762,8.153796581161481,7.980095956418716,8.007115823224044,7.86347018353639,8.111840575479087,8.133849159705976,8.134930764955909,7.989078786596355,7.993209255838233,7.987056746013202,8.201057262634011,8.235505027374014,8.242327333332996,7.9592067169841885,8.007408976663521,7.998150263428277,FGFR2_F_unique
SMCR8,6350,Q8TEV9-2,787,Smith-Magenis syndrome chromosomal region candidate gene 8 protein,,,"sp|Q8TEV9-2|SMCR8-2_HUMAN Isoform of Q8TEV9, Isoform 2 of Guanine nucleotide exchange protein SMCR8 OS=Homo sapiens (Human) OX=9606 GN=SMCR8 PE=1 SV=2;sp|Q8TEV9|SMCR8_HUMAN Guanine nucleotide exchange protein SMCR8 OS=Homo sapiens (Human) OX=9606 GN=SMCR8",5,7.4,,6.0683647291885645,5.069331350951052,6.159786747056213,6.1654642478760255,6.14907047299897,6.1064659201775,5.253214736234956,3.0748585186327797,4.816727778383152,6.130422049131398,6.127256436075792,6.150334019056632,5.477919357855878,6.113976451366581,4.550834372269437,2.992561631849358,4.646083679571294,4.1483948527171535,4.280109764470608,4.9985181975744215,4.815614033660433,3.8674603361718085,5.951155374416429,6.2014667986075676,5.957067182915224,4.879675214565635,5.3397350686482605,5.020300543853296,5.7402924587573505,6.104867498743596,RE_Profile
SMEK2,5282,Q5MIZ7-3,764,Serine/threonine-protein phosphatase 4 regulatory subunit 3B,,,"sp|Q5MIZ7-3|P4R3B-3_HUMAN Isoform of Q5MIZ7, Isoform 3 of Serine/threonine-protein phosphatase 4 regulatory subunit 3B OS=Homo sapiens (Human) OX=9606 GN=PPP4R3B PE=1 SV=2;sp|Q5MIZ7-2|P4R3B-2_HUMAN Isoform of Q5MIZ7, Isoform 2 of Serine/threonine-protein p",8,14.3,,6.491856749434507,6.426334492940941,6.413844460455042,6.689682297191329,6.894805877646232,6.9008520277163115,6.639354857398674,6.553330824977742,6.550138045666553,6.673747837146716,6.818376337902163,6.838419399434745,6.562331995172203,6.536628527264228,6.75643077177478,6.863723918365368,6.788652737904091,6.953588559474476,6.833317396286366,6.875813524711235,6.824590843789677,6.874249169045982,6.940378306397965,6.8466111079455185,7.082049287300342,6.798490078610249,6.819650608114108,6.920224857364741,6.8927037565114135,6.879264892140443,Receptor_profile
SMG1,6876,Q96Q15,3661,Serine/threonine-protein kinase SMG1,,,"sp|Q96Q15|SMG1_HUMAN Serine/threonine-protein kinase SMG1 OS=Homo sapiens (Human) OX=9606 GN=SMG1 PE=1 SV=3;tr|J3KRA9|J3KRA9_HUMAN Isoform of Q96Q15, Serine/threonine-protein kinase SMG1 (Fragment) OS=Homo sapiens (Human) OX=9606 GN=SMG1 PE=1 SV=1;sp|Q96Q1",40,14.4,,7.145908172698338,7.119688536142839,7.147277775698566,7.526412022895516,7.509776696716439,7.555392304204607,6.715098482652499,6.736003112647282,6.852451543220994,7.416964232342638,7.528584922073738,7.554242074798623,6.705552179392017,7.056964842301799,7.051117245367369,7.336847500755454,7.37309489144244,7.30627386909716,6.470581892294081,6.499651252746022,6.593978113098939,7.31482305151635,7.358656629617179,7.359838145779846,7.186060140347985,7.022784865876999,6.939024727067295,7.42058437168413,7.462410832952684,7.442754730679423,RE_Profile
SMG5,8308,Q9UPR3,1016,Protein SMG5,,,sp|Q9UPR3|SMG5_HUMAN Protein SMG5 OS=Homo sapiens (Human) OX=9606 GN=SMG5 PE=1 SV=3,12,11.2,,7.172255160786018,7.111746671760889,7.077985629410462,7.062586548233005,7.157595345162645,7.144510350026609,7.086856133428082,7.060411935009396,7.00245187702913,7.111058704167592,7.089636457303191,7.061116170372041,7.092944022251369,7.164475679067769,7.051546725936065,6.752763804509287,6.827289767949481,6.829898620006185,6.935027554914852,6.94111760314643,6.937525702344257,7.0383325941808605,7.060032994781969,7.05327282882738,6.920973897784454,7.089901886287443,7.049671571539442,7.16039508343521,7.1067616726186476,7.137577308086008,RE_Profile
SMG9,7357,Q9H0W8,520,Protein SMG9,,,"sp|Q9H0W8|SMG9_HUMAN Protein SMG9 OS=Homo sapiens (Human) OX=9606 GN=SMG9 PE=1 SV=1;sp|Q9H0W8-2|SMG9-2_HUMAN Isoform of Q9H0W8, Isoform 2 of Protein SMG9 OS=Homo sapiens (Human) OX=9606 GN=SMG9 PE=1 SV=1;tr|M0QZC7|M0QZC7_HUMAN Isoform of Q9H0W8, Protein SM",14,37.3,,6.942887636779373,6.908403655445202,6.843259699275673,7.180741113323724,7.1403287381459695,7.0153097023320505,7.170250014184108,7.315892178608115,7.007804307754926,7.0478445980592115,7.0541467154429265,7.00069168903611,6.928694060375836,6.692814346399705,6.818927949201441,6.630616807748,6.839391895465325,6.816612334049617,7.020013129421394,7.029195490517,7.052349093642795,6.969830439962509,6.942676031816397,7.043257951187057,7.1687365551185795,7.10095681161778,7.141437929272011,7.116775988151677,6.9782892864798525,7.07156251374365,Receptor_profile
SMNDC1,2761,O75940,238,Survival of motor neuron-related-splicing factor 30,,,sp|O75940|SPF30_HUMAN Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens (Human) OX=9606 GN=SMNDC1 PE=1 SV=1,7,41.6,,7.063757039900751,6.945920747692623,7.176753793989888,7.345002588248451,7.230356400505573,7.312402272400888,6.990434997991914,6.876683826741721,2.75833168800583,7.254719154669909,7.1178149542782965,7.0578573469756485,6.9101311030329935,6.989163250734082,7.019150154372642,7.353452496825349,7.326448548185823,7.40975608079634,7.022675822337314,6.906799866717246,6.891852759597283,7.079521475692849,7.044926684710844,6.972603193787476,7.061547710697721,7.0100952929153495,7.2382978408727,6.968299622038945,6.758246181850412,7.284595224479773,RE_Profile
SMPD4,7876,Q9NXE4,866,Sphingomyelin phosphodiesterase 4,,,"sp|Q9NXE4|NSMA3_HUMAN Sphingomyelin phosphodiesterase 4 OS=Homo sapiens (Human) OX=9606 GN=SMPD4 PE=1 SV=3;sp|Q9NXE4-4|NSMA3-4_HUMAN Isoform of Q9NXE4, Isoform 4 of Sphingomyelin phosphodiesterase 4 OS=Homo sapiens (Human) OX=9606 GN=SMPD4 PE=1 SV=3;sp|Q9N",26,37.3,,7.898295617985125,7.992417099341315,7.939938959079907,7.690780707347846,7.615664484588128,7.61255086062765,7.904912838239269,7.851783565156555,7.901097011238882,7.6477467046474015,7.6022743277473,7.67275132702909,7.871251461360558,7.888436733722442,7.864155482974754,7.628705507320619,7.621096601032557,7.66042507574633,7.491691887013879,7.546971278810417,7.473788806025042,7.614598266307487,7.676385272182865,7.622438197594452,7.630393638016555,7.746283021995528,7.723600926017548,7.61579728506955,7.63974051558332,7.670939674829077,RE_Profile
SMPDL3B,6442,Q92485-2,373,Acid sphingomyelinase-like phosphodiesterase 3b,,,"sp|Q92485-2|ASM3B-2_HUMAN Isoform of Q92485, Isoform 2 of Acid sphingomyelinase-like phosphodiesterase 3b OS=Homo sapiens (Human) OX=9606 GN=SMPDL3B PE=1 SV=2;sp|Q92485|ASM3B_HUMAN Acid sphingomyelinase-like phosphodiesterase 3b OS=Homo sapiens (Human) OX=",4,13.4,,5.81878255070183,6.1934165355305035,6.2253101031570885,6.597656392858987,6.787104778620034,6.888087278783348,6.165206799953484,2.3838093317139473,1.624064101189525,6.825434177526827,6.784097437800709,6.910442114190552,4.355434862452331,2.6736632136076413,4.02104506318282,6.706002616633584,6.6567674501906895,6.600015480770267,6.3629589924011025,6.254465936198178,6.287668250604929,6.752679903541491,6.768799827618081,6.882004249526785,6.206671042542465,6.1551454083528645,6.346433374365489,6.691322630526709,6.743286661489636,6.6358060879740925,FGFR2_F_unique
SMU1,5122,Q2TAY7,513,WD40 repeat-containing protein SMU1,,,"sp|Q2TAY7|SMU1_HUMAN WD40 repeat-containing protein SMU1 OS=Homo sapiens (Human) OX=9606 GN=SMU1 PE=1 SV=2;sp|Q2TAY7-2|SMU1-2_HUMAN Isoform of Q2TAY7, Isoform 2 of WD40 repeat-containing protein SMU1 OS=Homo sapiens (Human) OX=9606 GN=SMU1 PE=1 SV=2",20,56.5,,8.275060973471,8.27504599164858,8.277111907623947,7.598215174003797,7.883690261026561,7.882847422835302,8.262362999964317,8.21769207226867,8.157596796110772,7.87543084616504,7.732446801125499,7.822973497306273,7.637387763353543,7.671203535143263,7.694372163194721,7.922782541947063,7.867301105891853,7.933686747150754,7.95611986950236,7.975574035176854,7.993389698774261,7.998547545712102,8.046732886269826,8.017949144366458,8.007318319211048,8.132229089562664,8.10838440424053,8.0790939585562,8.069960505649732,8.069496538154684,FGFR2_F_unique
SMYD3,7479,Q9H7B4,428,Histone-lysine N-methyltransferase SMYD3,,,"sp|Q9H7B4|SMYD3_HUMAN Histone-lysine N-methyltransferase SMYD3 OS=Homo sapiens (Human) OX=9606 GN=SMYD3 PE=1 SV=4;tr|B0QZ88|B0QZ88_HUMAN Isoform of Q9H7B4, MYND-type domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=SMYD3 PE=1 SV=1;sp|Q9H7B4-3|S",5,12.4,,6.75150361729068,6.742264895377775,6.7351804434424904,6.4923742036640295,6.554522152338717,6.624805978886591,6.583858333844933,6.740243043172825,6.675896397438469,6.407155169219505,6.321711659110848,6.472787537941258,7.129549326227501,6.967779725520212,7.0561801301831935,6.805435143092888,6.293110439783078,7.036840966794527,6.191590123013215,6.24941546299191,6.695439058923035,6.9746179161863475,6.986185774970168,6.9248491089652955,6.521211089238988,6.607347333683552,6.58833745552656,6.826382449915157,6.76593652964258,6.795485868310431,RE_Profile
SNAPIN,2863,O95295,136,SNARE-associated protein Snapin,,,sp|O95295|SNAPN_HUMAN SNARE-associated protein Snapin OS=Homo sapiens (Human) OX=9606 GN=SNAPIN PE=1 SV=1,6,53.7,,6.5570935971791116,6.525283257586759,6.73702656453851,7.284380564638356,7.208026406059775,7.162570327069795,6.287397148238516,6.417496645666338,6.279248576477345,7.377230884830755,7.273867468254471,7.1432379418487075,6.363985816782452,6.26169269766228,6.321573654147434,7.134105488355478,7.122296315080804,7.132338159418974,6.3744121649831,6.377141398948292,6.331571234022336,7.210441754548097,7.229059682935452,7.183004872454211,6.288518676028529,6.33370619198664,6.177387164553821,7.141904888054259,7.04818537613766,7.238733471217467,RE_Profile
SNCA,1345,E7EPV7,115,Alpha-synuclein,,,"tr|E7EPV7|E7EPV7_HUMAN Isoform of P37840, Alpha-synuclein OS=Homo sapiens (Human) OX=9606 GN=SNCA PE=1 SV=1;sp|P37840-2|SYUA-2_HUMAN Isoform of P37840, Isoform 2-4 of Alpha-synuclein OS=Homo sapiens (Human) OX=9606 GN=SNCA PE=1 SV=1;sp|P37840|SYUA_HUMAN Al",8,56.5,,7.014100518444501,7.02940351382355,7.014310427798015,7.650226936087237,7.736175679491752,7.682890075867301,6.4409928579701905,6.528149832705156,6.412581336676062,7.618405894002948,7.624133868423256,7.64446054281925,5.4846995991980725,6.165838733633931,4.71669488465594,7.6402992407802355,7.639976175068003,7.736431344762706,6.877127532473467,6.946643534101874,7.037864172550139,7.772868020337093,7.812884357066723,7.820764620206019,7.05217941053061,6.836939134348201,6.77443139402476,7.72346661933288,7.637450806400264,7.663986363600378,Receptor_profile
SND1,5687,Q7KZF4,910,Staphylococcal nuclease domain-containing protein 1,,,sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=SND1 PE=1 SV=1,59,63.3,,8.579734255797355,8.558341224606103,8.566757080889632,9.040993215641558,8.956558384861676,9.0995346473234,8.764181957776676,8.806364211562782,8.805861740003703,9.057889337672648,9.010861661212713,8.929438598320944,8.649382282923542,8.430766995759965,8.57939298440955,9.102417053655607,9.092423155461372,9.116363935967277,9.096575540551452,9.098173648608503,8.927608847968626,9.147325211519563,8.965711369227424,9.109177619976464,9.103825275001562,9.08062856376485,9.106386865988032,9.120081262026774,9.0559682726111,9.08917051455954,Receptor_profile
SNF8,6749,Q96H20-2,257,Vacuolar-sorting protein SNF8,,,"sp|Q96H20-2|SNF8-2_HUMAN Isoform of Q96H20, Isoform 2 of Vacuolar-sorting protein SNF8 OS=Homo sapiens (Human) OX=9606 GN=SNF8 PE=1 SV=1;sp|Q96H20|SNF8_HUMAN Vacuolar-sorting protein SNF8 OS=Homo sapiens (Human) OX=9606 GN=SNF8 PE=1 SV=1",4,19.8,,6.360181272347768,6.53054518477587,6.49572342331142,7.231638502436518,7.149166963896259,7.1153978730201155,6.401163761003011,6.519589328287632,6.507693575683445,7.120531992171604,7.1480986403279445,7.102313102939216,6.661470333139159,6.714629935774522,6.595334870562506,6.849296605154155,7.069933363761377,6.932079712580431,7.011598249563455,7.0124987369722716,6.846962740183392,7.206829961428176,7.121943399201544,7.011985806453756,7.006279900838486,6.934150309361697,6.7838081460795205,6.918446350484706,6.941820063048486,7.344660573868097,Receptor_profile
