"","id","Majority protein IDs","Sequence length","Gene names","Protein names","Reverse","Potential contaminant","Fasta headers","Razor + unique peptides","Unique + razor sequence coverage [%]","Only identified by site","LFQ intensity R2M_GFPA_P_C_A_40_01","LFQ intensity R2M_GFPA_P_C_A_40_02","LFQ intensity R2M_GFPA_P_C_A_40_03","LFQ intensity R2M_GFPA_P_C_T_40_01","LFQ intensity R2M_GFPA_P_C_T_40_02","LFQ intensity R2M_GFPA_P_C_T_40_03","LFQ intensity R2M_GFPA_P_F_A_40_01","LFQ intensity R2M_GFPA_P_F_A_40_02","LFQ intensity R2M_GFPA_P_F_A_40_03","LFQ intensity R2M_GFPA_P_F_T_40_01","LFQ intensity R2M_GFPA_P_F_T_40_02","LFQ intensity R2M_GFPA_P_F_T_40_03","LFQ intensity R2M_R11A_P_F_A_40_01","LFQ intensity R2M_R11A_P_F_A_40_02","LFQ intensity R2M_R11A_P_F_A_40_03","LFQ intensity R2M_R11A_P_F_T_40_01","LFQ intensity R2M_R11A_P_F_T_40_02","LFQ intensity R2M_R11A_P_F_T_40_03","LFQ intensity R2A_R11G_P_C_A_40_01","LFQ intensity R2A_R11G_P_C_A_40_02","LFQ intensity R2A_R11G_P_C_A_40_03","LFQ intensity R2A_R11G_P_C_T_40_01","LFQ intensity R2A_R11G_P_C_T_40_02","LFQ intensity R2A_R11G_P_C_T_40_03","LFQ intensity R2A_R11G_P_F_A_40_01","LFQ intensity R2A_R11G_P_F_A_40_02","LFQ intensity R2A_R11G_P_F_A_40_03","LFQ intensity R2A_R11G_P_F_T_40_01","LFQ intensity R2A_R11G_P_F_T_40_02","LFQ intensity R2A_R11G_P_F_T_40_03"
"4720",6265,"Q8NI22-2",94,"MCFD2","Multiple coagulation factor deficiency protein 2","","","sp|Q8NI22-2|MCFD2-2_HUMAN Isoform of Q8NI22, Isoform 2 of Multiple coagulation factor deficiency protein 2 OS=Homo sapiens (Human) OX=9606 GN=MCFD2 PE=1 SV=1;sp|Q8NI22-3|MCFD2-3_HUMAN Isoform of Q8NI22, Isoform 3 of Multiple coagulation factor deficiency p",2,18.1,"",NA,NA,NA,6.770141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.735324,6.789938,NA,NA,NA,6.609237,6.592475,6.584882,NA,NA,NA,NA,NA,NA
"4721",6266,"Q8NI27",1593,"THOC2","THO complex subunit 2","","","sp|Q8NI27|THOC2_HUMAN THO complex subunit 2 OS=Homo sapiens (Human) OX=9606 GN=THOC2 PE=1 SV=2",44,30.9,"",8.084485,8.026445,7.973442,8.298428,8.308867,8.295929,7.980984,7.987627,7.911816,8.380487,8.383775,8.283517,8.152645,8.140769,8.161926,8.187965,8.218889,8.215334,7.994788,7.961351,8.033449,8.228547,8.189179,8.178946,8.11236,8.080211,8.03643,8.157245,8.220527,8.152366
"4722",6269,"Q8TAA5",225,"GRPEL2","GrpE protein homolog 2, mitochondrial","","","sp|Q8TAA5|GRPE2_HUMAN GrpE protein homolog 2, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=GRPEL2 PE=1 SV=1",7,32,"",7.054189,6.953331,NA,6.853558,6.848044,6.781449,6.954907,7.032132,6.96843,6.799534,6.898317,6.816108,7.08763,7.164026,7.121947,6.695372,6.637442,6.797051,NA,NA,NA,6.761452,6.708903,6.765183,6.656792,6.743536,6.697151,6.788681,6.733928,6.79691
"4723",6270,"Q8TAA9-2",522,"VANGL1","Vang-like protein 1","","","sp|Q8TAA9-2|VANG1-2_HUMAN Isoform of Q8TAA9, Isoform 2 of Vang-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=VANGL1 PE=1 SV=1;sp|Q8TAA9|VANG1_HUMAN Vang-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=VANGL1 PE=1 SV=1",10,21.5,"",NA,6.41318,6.353189,6.45056,6.856861,6.943113,6.305509,6.265272,6.071775,7.097064,6.524976,6.679433,NA,NA,NA,6.864474,6.971763,7.001193,6.534999,6.440746,6.488557,7.075041,7.043313,7.087036,6.564266,6.631239,6.522487,7.04441,6.913688,6.554066
"4724",6271,"Q8TAD4",765,"SLC30A5","Zinc transporter 5","","","sp|Q8TAD4|ZNT5_HUMAN Zinc transporter 5 OS=Homo sapiens (Human) OX=9606 GN=SLC30A5 PE=1 SV=1;tr|Q9BY48|Q9BY48_HUMAN Isoform of Q8TAD4, Putative disease resistance protein OS=Homo sapiens (Human) OX=9606 GN=SLC30A5 PE=1 SV=1",3,6.1,"",6.802339,6.81853,6.749005,6.361927,6.261508,6.517515,6.608263,6.81326,6.677323,6.471382,6.162246,6.52579,NA,6.370856,6.412433,6.421112,6.558951,NA,6.095715,NA,NA,6.284371,6.19112,6.365034,6.525178,6.245911,6.313126,6.155335,6.350493,6.213088
"4725",6272,"Q8TAD8",396,"SNIP1","Smad nuclear-interacting protein 1","","","sp|Q8TAD8|SNIP1_HUMAN Smad nuclear-interacting protein 1 OS=Homo sapiens (Human) OX=9606 GN=SNIP1 PE=1 SV=1",6,22.5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.384159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4726",6273,"Q8TAE8",222,"GADD45GIP1","Growth arrest and DNA damage-inducible proteins-interacting protein 1","","","sp|Q8TAE8|G45IP_HUMAN Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens (Human) OX=9606 GN=GADD45GIP1 PE=1 SV=1",8,43.2,"",6.548231,6.64074,6.679683,7.319348,7.367418,7.334718,6.32292,6.498938,6.680562,7.198115,7.161411,7.181287,6.657002,6.653672,6.598618,7.328097,7.335261,7.329975,6.818021,6.9396,6.848282,7.350243,7.249562,7.210643,6.705821,6.850518,6.888599,7.25754,7.251948,7.300422
"4727",6274,"Q8TAF3",677,"WDR48","WD repeat-containing protein 48","","","sp|Q8TAF3|WDR48_HUMAN WD repeat-containing protein 48 OS=Homo sapiens (Human) OX=9606 GN=WDR48 PE=1 SV=1;sp|Q8TAF3-3|WDR48-3_HUMAN Isoform of Q8TAF3, Isoform 3 of WD repeat-containing protein 48 OS=Homo sapiens (Human) OX=9606 GN=WDR48 PE=1 SV=1;sp|Q8TAF3-",15,31,"",6.407051,NA,6.513392,7.113441,7.194298,7.167809,NA,6.503402,NA,7.154453,7.183936,7.163697,NA,NA,NA,6.859641,6.896347,7.08307,6.622499,NA,6.315496,6.985085,7.007309,7.087457,6.692321,NA,6.329991,7.122807,7.012202,7.066976
"4728",6275,"Q8TAG9",804,"EXOC6","Exocyst complex component 6","","","sp|Q8TAG9|EXOC6_HUMAN Exocyst complex component 6 OS=Homo sapiens (Human) OX=9606 GN=EXOC6 PE=1 SV=3;sp|Q8TAG9-2|EXOC6-2_HUMAN Isoform of Q8TAG9, Isoform 2 of Exocyst complex component 6 OS=Homo sapiens (Human) OX=9606 GN=EXOC6 PE=1 SV=3;tr|E7EW84|E7EW84_H",11,14.7,"",6.870036,6.823184,6.818381,6.849033,6.919096,6.890219,6.501076,6.433313,6.551178,6.969998,6.926206,6.998759,6.808817,6.758578,6.749059,6.845239,6.906956,6.961869,6.294866,6.256368,6.147536,6.902447,6.899221,6.88669,6.453844,6.466692,6.583835,6.90211,6.894869,6.959567
"4730",6281,"Q8TAQ2",1214,"SMARCC2","SWI/SNF complex subunit SMARCC2","","","sp|Q8TAQ2|SMRC2_HUMAN SWI/SNF complex subunit SMARCC2 OS=Homo sapiens (Human) OX=9606 GN=SMARCC2 PE=1 SV=1;tr|F8VXC8|F8VXC8_HUMAN Isoform of Q8TAQ2, SWI/SNF complex subunit SMARCC2 OS=Homo sapiens (Human) OX=9606 GN=SMARCC2 PE=1 SV=1;sp|Q8TAQ2-2|SMRC2-2_HU",33,31,"",7.604358,7.595677,7.61269,8.049964,8.021506,8.00791,7.581436,7.616637,7.566288,8.036873,8.02947,8.008709,7.629347,7.640652,7.637956,7.928142,7.916726,7.89432,7.676187,7.661443,7.661082,7.886566,7.851791,7.880013,7.530974,7.608866,7.567628,7.826728,7.832429,7.819795
"4731",6282,"Q8TAT6",608,"NPLOC4","Nuclear protein localization protein 4 homolog","","","sp|Q8TAT6|NPL4_HUMAN Nuclear protein localization protein 4 homolog OS=Homo sapiens (Human) OX=9606 GN=NPLOC4 PE=1 SV=3;sp|Q8TAT6-2|NPL4-2_HUMAN Isoform of Q8TAT6, Isoform 2 of Nuclear protein localization protein 4 homolog OS=Homo sapiens (Human) OX=9606",22,45.6,"",7.623743,7.626472,7.587276,7.87207,7.866649,7.877776,7.560967,7.492217,7.593496,7.885679,7.895281,7.856513,7.633191,7.590767,7.475806,7.913382,7.883037,7.820371,7.611958,7.64393,7.594838,7.933315,7.903406,7.883115,7.631621,7.714899,7.716311,7.902349,7.90389,7.93677
"4732",6283,"Q8TAX7",377,"MUC7","Mucin-7","","","sp|Q8TAX7|MUC7_HUMAN Mucin-7 OS=Homo sapiens (Human) OX=9606 GN=MUC7 PE=1 SV=2;tr|D6RHX1|D6RHX1_HUMAN Isoform of Q8TAX7, Mucin-7 (Fragment) OS=Homo sapiens (Human) OX=9606 GN=MUC7 PE=1 SV=1",3,7.2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.194473,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4733",6284,"Q8TB03",319,"CXorf38","Uncharacterized protein CXorf38","","","sp|Q8TB03|CX038_HUMAN Uncharacterized protein CXorf38 OS=Homo sapiens (Human) OX=9606 GN=CXorf38 PE=1 SV=1;sp|Q8TB03-3|CX038-3_HUMAN Isoform of Q8TB03, Isoform 3 of Uncharacterized protein CXorf38 OS=Homo sapiens (Human) OX=9606 GN=CXorf38 PE=1 SV=1",6,18.2,"",6.449739,6.313173,6.451867,6.757794,6.893727,6.899915,NA,6.345292,NA,6.840857,6.733522,6.911049,6.475992,6.108766,6.287913,6.99931,6.905504,6.995476,6.398223,6.464205,6.523673,7.015443,6.954199,7.041048,6.594026,6.302076,NA,7.000154,6.937713,6.963674
"4734",6285,"Q8TB36",358,"GDAP1","Ganglioside-induced differentiation-associated protein 1","","","sp|Q8TB36|GDAP1_HUMAN Ganglioside-induced differentiation-associated protein 1 OS=Homo sapiens (Human) OX=9606 GN=GDAP1 PE=1 SV=3;sp|Q8TB36-2|GDAP1-2_HUMAN Isoform of Q8TB36, Isoform 2 of Ganglioside-induced differentiation-associated protein 1 OS=Homo sap",8,25.4,"",6.92234,7.050345,6.815626,6.614899,7.17555,7.262341,6.530747,6.877062,6.65395,7.213815,6.885064,7.228269,6.353238,6.495987,6.416627,6.840911,6.674641,6.740224,6.245192,6.310962,6.378483,6.940887,7.062684,7.093207,6.809094,6.933105,6.802153,7.126822,6.89734,7.017065
"4735",6286,"Q8TB37",319,"NUBPL","Iron-sulfur protein NUBPL","","","sp|Q8TB37|NUBPL_HUMAN Iron-sulfur protein NUBPL OS=Homo sapiens (Human) OX=9606 GN=NUBPL PE=1 SV=3;tr|F8W061|F8W061_HUMAN Isoform of Q8TB37, Iron-sulfur protein NUBPL (Fragment) OS=Homo sapiens (Human) OX=9606 GN=NUBPL PE=1 SV=1;sp|Q8TB37-2|NUBPL-2_HUMAN I",4,16.6,"",7.24563,7.287244,7.054145,6.685014,6.756526,6.888505,7.255867,7.287745,7.186833,6.708477,6.824397,6.770841,7.249117,7.094623,7.428061,6.644199,6.648805,6.672599,NA,NA,6.881126,NA,NA,NA,NA,NA,7.011755,NA,NA,NA
"4736",6287,"Q8TB40",342,"ABHD4","Abhydrolase domain-containing protein 4","","","sp|Q8TB40|ABHD4_HUMAN (Lyso)-N-acylphosphatidylethanolamine lipase OS=Homo sapiens (Human) OX=9606 GN=ABHD4 PE=1 SV=1",3,9.4,"",NA,NA,NA,NA,6.096872,6.096489,NA,NA,NA,6.014476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.178568,6.123255,6.224347,NA,NA,NA,6.330518,6.300104,6.424062
"4737",6288,"Q8TB52",745,"FBXO30","F-box only protein 30","","","sp|Q8TB52|FBX30_HUMAN F-box only protein 30 OS=Homo sapiens (Human) OX=9606 GN=FBXO30 PE=1 SV=3",3,6,"",NA,NA,NA,5.640734,5.870013,5.748407,NA,NA,NA,5.717506,NA,5.903621,NA,NA,NA,5.973139,6.242151,6.383938,NA,NA,NA,5.941632,6.226822,5.946093,NA,NA,NA,5.879664,5.871205,5.887353
"4738",6289,"Q8TB61-3",383,"SLC35B2","Adenosine 3-phospho 5-phosphosulfate transporter 1","","","sp|Q8TB61-3|S35B2-3_HUMAN Isoform of Q8TB61, Isoform 3 of Adenosine 3-phospho 5-phosphosulfate transporter 1 OS=Homo sapiens (Human) OX=9606 GN=SLC35B2 PE=1 SV=1;sp|Q8TB61-2|S35B2-2_HUMAN Isoform of Q8TB61, Isoform 2 of Adenosine 3-phospho 5-phosphosul",8,17.8,"",6.818392,6.922378,6.899157,6.945803,6.966168,6.973063,6.832649,6.794159,6.939157,7.013195,7.029376,7.043181,6.480568,6.651033,6.573971,7.267451,7.320979,7.225559,6.63897,6.711791,6.698286,7.332135,7.224238,7.256024,6.937211,6.933492,6.848041,7.249417,7.269446,7.210875
"4739",6291,"Q8TB72-3",1064,"PUM2","Pumilio homolog 2","","","sp|Q8TB72-3|PUM2-3_HUMAN Isoform of Q8TB72, Isoform 3 of Pumilio homolog 2 OS=Homo sapiens (Human) OX=9606 GN=PUM2 PE=1 SV=2;sp|Q8TB72-4|PUM2-4_HUMAN Isoform of Q8TB72, Isoform 4 of Pumilio homolog 2 OS=Homo sapiens (Human) OX=9606 GN=PUM2 PE=1 SV=2;tr|A0A",30,25.4,"",7.90204,7.947001,7.945182,7.394748,7.425645,7.489002,8.061189,8.034374,8.025047,7.293459,7.335882,7.362444,8.094534,7.950954,8.038489,7.214764,7.229164,7.172214,8.194613,8.199126,8.167735,7.292991,7.211224,7.293352,8.037257,8.088564,8.059813,7.126101,7.144645,7.182243
"4740",6292,"Q8TBA6-2",691,"GOLGA5","Golgin subfamily A member 5","","","sp|Q8TBA6-2|GOGA5-2_HUMAN Isoform of Q8TBA6, Isoform 2 of Golgin subfamily A member 5 OS=Homo sapiens (Human) OX=9606 GN=GOLGA5 PE=1 SV=3;sp|Q8TBA6|GOGA5_HUMAN Golgin subfamily A member 5 OS=Homo sapiens (Human) OX=9606 GN=GOLGA5 PE=1 SV=3",4,7.4,"",NA,NA,NA,6.314754,6.232892,NA,NA,NA,NA,6.17925,NA,NA,NA,NA,NA,6.118804,6.218614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.174118
"4741",6293,"Q8TBB5-3",489,"KLHDC4","Kelch domain-containing protein 4","","","sp|Q8TBB5-3|KLDC4-3_HUMAN Isoform of Q8TBB5, Isoform 3 of Kelch domain-containing protein 4 OS=Homo sapiens (Human) OX=9606 GN=KLHDC4 PE=1 SV=1;sp|Q8TBB5|KLDC4_HUMAN Kelch domain-containing protein 4 OS=Homo sapiens (Human) OX=9606 GN=KLHDC4 PE=1 SV=1;sp|Q",3,10.6,"",NA,NA,NA,6.623068,NA,6.148689,NA,NA,NA,6.138652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.132966,NA,6.130636,NA,NA,NA,6.190361,NA,NA
"4742",6294,"Q8TBC4",463,"UBA3","NEDD8-activating enzyme E1 catalytic subunit","","","sp|Q8TBC4|UBA3_HUMAN NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens (Human) OX=9606 GN=UBA3 PE=1 SV=2;sp|Q8TBC4-2|UBA3-2_HUMAN Isoform of Q8TBC4, Isoform 2 of NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens (Human) OX=9606 GN=UBA",21,50.3,"",8.124132,8.131489,8.13996,7.785884,7.86621,7.893177,7.891317,8.149787,8.175657,7.889039,7.842303,7.90194,8.089057,8.136485,8.143746,7.856666,7.815584,7.939471,7.831297,7.869539,7.881533,7.809783,7.872261,7.916787,7.822012,7.922699,7.887271,7.810561,7.814681,7.778015
"4745",6297,"Q8TBE9",248,"NANP","N-acylneuraminate-9-phosphatase","","","sp|Q8TBE9|NANP_HUMAN N-acylneuraminate-9-phosphatase OS=Homo sapiens (Human) OX=9606 GN=NANP PE=1 SV=1",3,13.7,"",6.178434,6.14874,NA,6.474298,6.461328,6.539577,NA,6.172114,6.211809,6.409034,6.560818,6.441994,6.175583,6.182699,6.257902,6.357519,6.210829,6.307425,NA,NA,NA,6.077167,6.017714,5.969118,NA,6.038966,NA,NA,6.033812,6.235105
"4746",6298,"Q8TBF4",217,"ZCRB1","Zinc finger CCHC-type and RNA-binding motif-containing protein 1","","","sp|Q8TBF4|ZCRB1_HUMAN Zinc finger CCHC-type and RNA-binding motif-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=ZCRB1 PE=1 SV=2;tr|G3V1V1|G3V1V1_HUMAN Isoform of Q8TBF4, Zinc finger CCHC-type and RNA binding motif 1, isoform CRA_b OS=Homo sapiens",5,34.1,"",NA,NA,NA,NA,NA,NA,NA,6.472944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4747",6299,"Q8TBG4-2",493,"ETNPPL","Ethanolamine-phosphate phospho-lyase","","","sp|Q8TBG4-2|AT2L1-2_HUMAN Isoform of Q8TBG4, Isoform 2 of Ethanolamine-phosphate phospho-lyase OS=Homo sapiens (Human) OX=9606 GN=ETNPPL PE=1 SV=1;sp|Q8TBG4|AT2L1_HUMAN Ethanolamine-phosphate phospho-lyase OS=Homo sapiens (Human) OX=9606 GN=ETNPPL PE=1 SV=",9,15.8,"",6.878311,6.804469,6.8725,6.549544,6.560071,6.730655,6.671316,6.714508,6.61973,6.549003,6.450133,6.595712,6.897198,6.883176,7.003486,6.992369,6.986733,7.015912,6.512457,6.622252,6.638491,6.749938,6.835744,6.727588,6.522949,6.658595,6.640331,6.752388,6.805099,6.71178
"4748",6300,"Q8TBM8-2",294,"DNAJB14","DnaJ homolog subfamily B member 14","","","sp|Q8TBM8-2|DJB14-2_HUMAN Isoform of Q8TBM8, Isoform 2 of DnaJ homolog subfamily B member 14 OS=Homo sapiens (Human) OX=9606 GN=DNAJB14 PE=1 SV=1;sp|Q8TBM8|DJB14_HUMAN DnaJ homolog subfamily B member 14 OS=Homo sapiens (Human) OX=9606 GN=DNAJB14 PE=1 SV=1",2,8.2,"",NA,NA,NA,NA,6.376575,6.40657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.374601,6.474241,6.455034,NA,NA,NA,NA,NA,NA
"4749",6301,"Q8TBP6",338,"SLC25A40","Solute carrier family 25 member 40","","","sp|Q8TBP6|S2540_HUMAN Solute carrier family 25 member 40 OS=Homo sapiens (Human) OX=9606 GN=SLC25A40 PE=1 SV=1",5,16.9,"",6.876658,6.931643,6.741172,7.067546,6.789391,6.905863,6.893508,6.944417,6.845865,6.610829,6.940864,6.733233,7.188951,7.060802,6.964557,6.677578,6.678329,NA,6.536189,NA,NA,6.794542,6.863646,6.835154,6.640617,NA,NA,6.805293,6.755629,6.824777
"4750",6302,"Q8TBQ9",72,"TMEM167A","Protein kish-A","","","sp|Q8TBQ9|KISHA_HUMAN Protein kish-A OS=Homo sapiens (Human) OX=9606 GN=TMEM167A PE=1 SV=1",2,25,"",NA,NA,6.325408,6.910587,6.814513,6.986529,NA,NA,6.185363,6.928959,7.040382,6.939385,NA,NA,NA,6.957359,7.156317,6.954453,NA,NA,NA,6.943725,6.911854,6.905698,NA,NA,NA,7.104737,7.267499,7.116065
"4751",6303,"Q8TBX8-3",403,"PIP4K2C","Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma","","","sp|Q8TBX8-3|PI42C-3_HUMAN Isoform of Q8TBX8, Isoform 3 of Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens (Human) OX=9606 GN=PIP4K2C PE=1 SV=3;sp|Q8TBX8|PI42C_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapie",12,37.2,"",7.329306,7.447572,7.437778,7.824563,7.578291,7.615507,7.36577,7.215051,7.379073,7.619723,7.910917,7.627125,7.210727,7.172971,7.275827,7.449872,7.474247,7.412044,7.56149,7.391916,7.580673,7.517859,7.462215,7.510771,7.519531,7.5925,7.593096,7.615047,7.606994,7.621682
"4752",6304,"Q8TC07-2",674,"TBC1D15","TBC1 domain family member 15","","","sp|Q8TC07-2|TBC15-2_HUMAN Isoform of Q8TC07, Isoform 2 of TBC1 domain family member 15 OS=Homo sapiens (Human) OX=9606 GN=TBC1D15 PE=1 SV=2;sp|Q8TC07|TBC15_HUMAN TBC1 domain family member 15 OS=Homo sapiens (Human) OX=9606 GN=TBC1D15 PE=1 SV=2;sp|Q8TC07-3|",22,37.8,"",7.808977,7.826753,7.811274,7.884073,7.858012,7.889316,7.741037,7.610638,7.68443,7.918899,7.895868,7.899255,7.834237,7.773218,7.760287,7.817718,7.775576,7.815966,7.39953,7.394078,7.414515,7.66936,7.660902,7.61655,7.563334,7.697574,7.634504,7.666093,7.700225,7.745172
"4753",6305,"Q8TC12",318,"RDH11","Retinol dehydrogenase 11","","","sp|Q8TC12|RDH11_HUMAN Retinol dehydrogenase 11 OS=Homo sapiens (Human) OX=9606 GN=RDH11 PE=1 SV=2;sp|Q8TC12-2|RDH11-2_HUMAN Isoform of Q8TC12, Isoform 2 of Retinol dehydrogenase 11 OS=Homo sapiens (Human) OX=9606 GN=RDH11 PE=1 SV=2;tr|G3V2G6|G3V2G6_HUMAN I",15,58.2,"",8.520879,8.540016,8.459219,8.058454,7.853767,7.967499,8.4482,8.514283,8.591976,8.059449,8.137188,8.035505,8.442774,8.535764,8.593581,8.141664,7.888234,7.89481,8.330363,8.312852,8.421105,7.993617,8.01245,7.989341,8.405909,8.38254,8.349497,7.974895,8.025926,7.856557
"4754",6307,"Q8TCD5",201,"NT5C","5(3)-deoxyribonucleotidase, cytosolic type","","","sp|Q8TCD5|NT5C_HUMAN 5(3)-deoxyribonucleotidase, cytosolic type OS=Homo sapiens (Human) OX=9606 GN=NT5C PE=1 SV=2;tr|J3KRC4|J3KRC4_HUMAN Isoform of Q8TCD5, 5(3)-deoxyribonucleotidase, cytosolic type OS=Homo sapiens (Human) OX=9606 GN=NT5C PE=1 SV=1;tr|",8,31.3,"",NA,NA,NA,7.133037,7.161542,7.020602,NA,NA,NA,7.081347,7.147525,7.082551,NA,NA,NA,7.053615,6.844432,7.010566,6.641966,NA,6.465923,6.803043,6.981518,6.985094,6.651061,6.760143,6.777836,6.923285,7.014496,7.011631
"4755",6308,"Q8TCF1-4",227,"ZFAND1","AN1-type zinc finger protein 1","","","sp|Q8TCF1-4|ZFAN1-4_HUMAN Isoform of Q8TCF1, Isoform 4 of AN1-type zinc finger protein 1 OS=Homo sapiens (Human) OX=9606 GN=ZFAND1 PE=1 SV=1;sp|Q8TCF1-3|ZFAN1-3_HUMAN Isoform of Q8TCF1, Isoform 3 of AN1-type zinc finger protein 1 OS=Homo sapiens (Human) OX",4,21.1,"",NA,NA,NA,6.46172,6.500746,6.331338,NA,NA,NA,6.521489,6.520924,6.225278,NA,NA,NA,6.336816,NA,NA,NA,NA,NA,6.328149,NA,6.445419,NA,NA,NA,NA,NA,NA
"4756",6310,"Q8TCJ2",826,"STT3B","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B","","","sp|Q8TCJ2|STT3B_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens (Human) OX=9606 GN=STT3B PE=1 SV=1",14,17.7,"",7.931452,7.965224,7.961319,7.833927,7.772029,7.899539,7.779933,7.722088,7.775377,7.924131,7.844522,7.93987,7.801916,7.790058,7.739112,7.968278,8.073005,8.058153,7.670295,7.725315,7.661587,7.942723,7.924087,7.939928,7.793451,7.917093,7.927734,7.939834,7.964175,7.88802
"4757",6311,"Q8TCS8",783,"PNPT1","Polyribonucleotide nucleotidyltransferase 1, mitochondrial","","","sp|Q8TCS8|PNPT1_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=PNPT1 PE=1 SV=2",41,50.2,"",7.301921,7.167219,7.216076,8.49606,8.46078,8.468574,7.296871,7.235632,6.756666,8.504596,8.517012,8.579507,6.583157,6.268071,6.70411,8.421768,8.423308,8.359426,7.712662,7.839683,7.726619,8.465761,8.453462,8.478668,7.7225,7.885454,7.874546,8.418539,8.400181,8.453618
"4758",6312,"Q8TCX1",351,"DYNC2LI1","Cytoplasmic dynein 2 light intermediate chain 1","","","sp|Q8TCX1|DC2L1_HUMAN Cytoplasmic dynein 2 light intermediate chain 1 OS=Homo sapiens (Human) OX=9606 GN=DYNC2LI1 PE=1 SV=1;sp|Q8TCX1-2|DC2L1-2_HUMAN Isoform of Q8TCX1, Isoform 2 of Cytoplasmic dynein 2 light intermediate chain 1 OS=Homo sapiens (Human) OX",4,12,"",6.309404,6.417205,6.273707,NA,6.316602,6.340178,NA,NA,NA,6.262465,NA,6.309476,NA,5.967741,NA,NA,NA,NA,NA,NA,NA,6.43475,6.365418,6.358913,NA,6.139281,NA,6.286695,6.322593,6.378156
"4759",6314,"Q8TCY9-2",922,"URGCP","Up-regulator of cell proliferation","","","sp|Q8TCY9-2|URGCP-2_HUMAN Isoform of Q8TCY9, Isoform 2 of Up-regulator of cell proliferation OS=Homo sapiens (Human) OX=9606 GN=URGCP PE=1 SV=2",9,10.4,"",6.519698,6.611904,6.614984,6.467078,6.605428,6.459946,6.829356,6.537003,6.660992,6.679354,6.662146,6.76944,6.430776,6.642391,6.577868,6.606591,6.597198,6.588183,6.619513,6.609675,6.897293,6.618409,6.652095,6.55801,6.427697,6.270584,6.660357,6.459393,6.635061,6.482123
"4760",6315,"Q8TD16",824,"BICD2","Protein bicaudal D homolog 2","","","sp|Q8TD16|BICD2_HUMAN Protein bicaudal D homolog 2 OS=Homo sapiens (Human) OX=9606 GN=BICD2 PE=1 SV=1;sp|Q8TD16-2|BICD2-2_HUMAN Isoform of Q8TD16, Isoform 2 of Protein bicaudal D homolog 2 OS=Homo sapiens (Human) OX=9606 GN=BICD2 PE=1 SV=1",15,23.5,"",6.778963,6.603645,6.542443,7.177278,7.035946,7.012349,6.539175,NA,NA,7.145505,7.025926,7.198392,NA,6.410151,NA,7.036131,6.979368,7.146918,6.696916,6.662544,6.587761,7.063772,7.286282,7.156579,NA,6.355058,6.553689,7.078403,7.116091,7.21696
"4761",6316,"Q8TD19",979,"NEK9","Serine/threonine-protein kinase Nek9","","","sp|Q8TD19|NEK9_HUMAN Serine/threonine-protein kinase Nek9 OS=Homo sapiens (Human) OX=9606 GN=NEK9 PE=1 SV=2",28,35.5,"",7.751346,7.793407,7.759128,7.620689,7.680941,7.737799,7.788175,7.782489,7.824732,7.383477,7.495449,7.619451,7.712214,7.496228,7.574921,7.512993,7.509995,7.432545,7.50952,7.493608,7.487254,7.522337,7.446194,7.495815,7.714689,7.708349,7.670827,7.503534,7.356495,7.47526
